Order ID,Date,Customer ID,Product ID,Product Name,Category,Quantity,Price per Unit,Total Sale Amount,Payment Method,Payment Status,Country,Continent
95,3/7/2023,Cust-805,3001,Laptop,Electronics,1,1000,1000,Credit Card,Failed,Japan,Asia
96,2/18/2023,Cust-72,3002,Headphones,Accessories,3,50,150,Credit Card,Completed,UK,Europe
97,6/26/2023,Cust-704,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Completed,UK,Europe
98,8/19/2023,Cust-23,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Pending,South Africa,Africa
99,7/24/2023,Cust-516,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Pending,Canada,North America
100,8/12/2023,Cust-850,3005,Smartwatch,Accessories,5,200,1000,PayPal,Completed,France,Europe
101,2/1/2023,Cust-638,3003,Smartphone,Electronics,4,700,2800,PayPal,Failed,India,Asia
102,6/3/2023,Cust-100,3005,Smartwatch,Accessories,1,200,200,PayPal,Completed,USA,North America
103,8/9/2023,Cust-130,3003,Smartphone,Electronics,5,700,3500,Credit Card,Pending,France,Europe
104,7/12/2023,Cust-382,3003,Smartphone,Electronics,1,700,700,Credit Card,Completed,Japan,Asia
105,3/7/2023,Cust-927,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Completed,Japan,Asia
106,5/2/2023,Cust-237,3004,Tablet,Electronics,3,300,900,PayPal,Pending,UK,Europe
107,5/23/2023,Cust-199,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Failed,Canada,North America
108,2/1/2023,Cust-176,3003,Smartphone,Electronics,2,700,1400,Credit Card,Completed,France,Europe
109,12/17/2023,Cust-506,3004,Tablet,Electronics,4,300,1200,Credit Card,Failed,South Africa,Africa
110,8/20/2023,Cust-635,3002,Headphones,Accessories,5,50,250,Credit Card,Pending,Australia,Australia
111,4/25/2023,Cust-173,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,Australia,Australia
112,1/28/2023,Cust-979,3001,Laptop,Electronics,1,1000,1000,Credit Card,Completed,Japan,Asia
113,8/16/2023,Cust-978,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Completed,USA,North America
114,12/3/2023,Cust-504,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Pending,France,Europe
115,1/26/2023,Cust-496,3005,Smartwatch,Accessories,1,200,200,PayPal,Failed,France,Europe
116,9/28/2023,Cust-348,3004,Tablet,Electronics,4,300,1200,Credit Card,Pending,Australia,Australia
117,1/11/2023,Cust-669,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Completed,France,Europe
118,9/23/2023,Cust-46,3005,Smartwatch,Accessories,4,200,800,Credit Card,Completed,UK,Europe
119,6/26/2023,Cust-18,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Pending,USA,North America
120,11/1/2023,Cust-774,3002,Headphones,Accessories,5,50,250,Credit Card,Failed,Germany,Europe
121,6/13/2023,Cust-342,3003,Smartphone,Electronics,5,700,3500,PayPal,Completed,France,Europe
122,8/6/2023,Cust-965,3005,Smartwatch,Accessories,2,200,400,Credit Card,Pending,Japan,Asia
123,8/10/2023,Cust-483,3002,Headphones,Accessories,4,50,200,Credit Card,Failed,Brazil,South America
124,10/22/2023,Cust-267,3004,Tablet,Electronics,1,300,300,Credit Card,Failed,Canada,North America
125,3/15/2023,Cust-555,3003,Smartphone,Electronics,5,700,3500,PayPal,Failed,India,Asia
126,4/20/2023,Cust-768,3005,Smartwatch,Accessories,3,200,600,Credit Card,Pending,Canada,North America
127,9/10/2023,Cust-686,3004,Tablet,Electronics,4,300,1200,Credit Card,Pending,Canada,North America
128,4/3/2023,Cust-658,3002,Headphones,Accessories,4,50,200,Credit Card,Failed,Canada,North America
129,1/2/2023,Cust-748,3004,Tablet,Electronics,1,300,300,PayPal,Pending,Japan,Asia
130,12/4/2023,Cust-478,3002,Headphones,Accessories,2,50,100,Bank Transfer,Pending,Brazil,South America
131,10/2/2023,Cust-203,3005,Smartwatch,Accessories,4,200,800,PayPal,Failed,Brazil,South America
132,6/1/2023,Cust-866,3003,Smartphone,Electronics,5,700,3500,Credit Card,Completed,South Africa,Africa
133,3/4/2023,Cust-544,3001,Laptop,Electronics,3,1000,3000,PayPal,Pending,UK,Europe
134,10/27/2023,Cust-86,3005,Smartwatch,Accessories,3,200,600,Credit Card,Pending,Germany,Europe
135,8/21/2023,Cust-105,3004,Tablet,Electronics,2,300,600,Credit Card,Pending,France,Europe
136,7/17/2023,Cust-439,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Pending,USA,North America
137,10/29/2023,Cust-686,3002,Headphones,Accessories,2,50,100,PayPal,Completed,Brazil,South America
138,7/28/2023,Cust-54,3004,Tablet,Electronics,2,300,600,Credit Card,Completed,UK,Europe
139,12/8/2023,Cust-203,3002,Headphones,Accessories,1,50,50,PayPal,Pending,UK,Europe
140,10/21/2023,Cust-88,3003,Smartphone,Electronics,3,700,2100,Credit Card,Completed,Australia,Australia
141,5/12/2023,Cust-471,3001,Laptop,Electronics,3,1000,3000,Credit Card,Failed,Canada,North America
142,5/12/2023,Cust-782,3002,Headphones,Accessories,5,50,250,Credit Card,Completed,Canada,North America
143,1/22/2023,Cust-499,3002,Headphones,Accessories,3,50,150,Bank Transfer,Completed,South Africa,Africa
144,2/8/2023,Cust-79,3002,Headphones,Accessories,4,50,200,PayPal,Failed,Australia,Australia
145,4/11/2023,Cust-843,3002,Headphones,Accessories,3,50,150,PayPal,Failed,South Africa,Africa
146,1/28/2023,Cust-329,3001,Laptop,Electronics,4,1000,4000,PayPal,Failed,Brazil,South America
147,9/18/2023,Cust-285,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Pending,Germany,Europe
148,4/29/2023,Cust-189,3001,Laptop,Electronics,2,1000,2000,Bank Transfer,Failed,France,Europe
149,7/26/2023,Cust-470,3004,Tablet,Electronics,3,300,900,PayPal,Pending,USA,North America
150,4/29/2023,Cust-258,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Failed,Japan,Asia
151,5/27/2023,Cust-860,3003,Smartphone,Electronics,4,700,2800,Credit Card,Failed,India,Asia
152,3/5/2023,Cust-492,3005,Smartwatch,Accessories,4,200,800,PayPal,Completed,UK,Europe
153,8/16/2023,Cust-311,3002,Headphones,Accessories,3,50,150,PayPal,Pending,Germany,Europe
154,4/16/2023,Cust-352,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Pending,Brazil,South America
155,6/16/2023,Cust-331,3001,Laptop,Electronics,4,1000,4000,Credit Card,Pending,Brazil,South America
156,4/8/2023,Cust-763,3005,Smartwatch,Accessories,2,200,400,Credit Card,Pending,USA,North America
157,12/20/2023,Cust-419,3004,Tablet,Electronics,4,300,1200,Credit Card,Completed,Brazil,South America
158,6/18/2023,Cust-683,3005,Smartwatch,Accessories,1,200,200,PayPal,Completed,France,Europe
159,7/8/2023,Cust-689,3004,Tablet,Electronics,3,300,900,PayPal,Pending,UK,Europe
160,3/2/2023,Cust-146,3001,Laptop,Electronics,1,1000,1000,PayPal,Failed,India,Asia
161,3/19/2023,Cust-166,3004,Tablet,Electronics,5,300,1500,PayPal,Pending,Germany,Europe
162,4/14/2023,Cust-720,3005,Smartwatch,Accessories,1,200,200,PayPal,Failed,South Africa,Africa
163,6/22/2023,Cust-518,3002,Headphones,Accessories,1,50,50,PayPal,Completed,South Africa,Africa
164,10/20/2023,Cust-551,3001,Laptop,Electronics,1,1000,1000,PayPal,Failed,Canada,North America
165,12/9/2023,Cust-734,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Completed,Canada,North America
166,12/7/2023,Cust-253,3002,Headphones,Accessories,5,50,250,Credit Card,Completed,Brazil,South America
167,10/3/2023,Cust-612,3001,Laptop,Electronics,2,1000,2000,Bank Transfer,Failed,UK,Europe
168,11/18/2023,Cust-758,3001,Laptop,Electronics,3,1000,3000,Credit Card,Failed,France,Europe
169,4/1/2023,Cust-522,3002,Headphones,Accessories,2,50,100,PayPal,Pending,South Africa,Africa
170,2/26/2023,Cust-877,3002,Headphones,Accessories,3,50,150,PayPal,Failed,USA,North America
171,3/25/2023,Cust-90,3002,Headphones,Accessories,3,50,150,Credit Card,Completed,UK,Europe
172,5/4/2023,Cust-567,3001,Laptop,Electronics,2,1000,2000,PayPal,Pending,UK,Europe
173,9/25/2023,Cust-449,3005,Smartwatch,Accessories,2,200,400,PayPal,Pending,Australia,Australia
174,1/19/2023,Cust-989,3005,Smartwatch,Accessories,4,200,800,PayPal,Completed,South Africa,Africa
175,12/17/2023,Cust-485,3002,Headphones,Accessories,2,50,100,Bank Transfer,Pending,India,Asia
176,7/17/2023,Cust-682,3002,Headphones,Accessories,2,50,100,Bank Transfer,Failed,South Africa,Africa
177,1/16/2023,Cust-462,3004,Tablet,Electronics,1,300,300,PayPal,Completed,Brazil,South America
178,3/23/2023,Cust-283,3004,Tablet,Electronics,1,300,300,Credit Card,Completed,France,Europe
179,2/26/2023,Cust-671,3003,Smartphone,Electronics,3,700,2100,Credit Card,Failed,USA,North America
180,6/28/2023,Cust-555,3002,Headphones,Accessories,1,50,50,Bank Transfer,Completed,Australia,Australia
181,6/29/2023,Cust-84,3005,Smartwatch,Accessories,1,200,200,PayPal,Completed,South Africa,Africa
182,7/12/2023,Cust-903,3003,Smartphone,Electronics,3,700,2100,PayPal,Failed,Brazil,South America
183,10/3/2023,Cust-359,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Pending,Brazil,South America
184,3/18/2023,Cust-871,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Pending,India,Asia
185,5/29/2023,Cust-735,3003,Smartphone,Electronics,4,700,2800,Credit Card,Failed,Australia,Australia
186,5/18/2023,Cust-339,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Failed,France,Europe
187,1/26/2023,Cust-992,3001,Laptop,Electronics,3,1000,3000,Credit Card,Pending,Germany,Europe
188,12/19/2023,Cust-763,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Pending,Canada,North America
189,12/8/2023,Cust-321,3005,Smartwatch,Accessories,3,200,600,Credit Card,Failed,USA,North America
190,6/3/2023,Cust-76,3002,Headphones,Accessories,4,50,200,Credit Card,Pending,Brazil,South America
191,9/19/2023,Cust-604,3004,Tablet,Electronics,5,300,1500,Credit Card,Pending,France,Europe
192,5/13/2023,Cust-383,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Pending,Germany,Europe
193,6/17/2023,Cust-423,3004,Tablet,Electronics,3,300,900,Bank Transfer,Pending,France,Europe
194,12/21/2023,Cust-345,3005,Smartwatch,Accessories,1,200,200,PayPal,Pending,Australia,Australia
195,3/18/2023,Cust-322,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Completed,France,Europe
196,6/2/2023,Cust-186,3004,Tablet,Electronics,5,300,1500,Credit Card,Pending,South Africa,Africa
197,11/10/2023,Cust-554,3005,Smartwatch,Accessories,4,200,800,Credit Card,Completed,India,Asia
198,10/17/2023,Cust-468,3003,Smartphone,Electronics,4,700,2800,Credit Card,Completed,Brazil,South America
199,2/28/2023,Cust-461,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Completed,France,Europe
200,4/17/2023,Cust-139,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Failed,France,Europe
201,12/22/2023,Cust-854,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,UK,Europe
202,12/27/2023,Cust-331,3004,Tablet,Electronics,2,300,600,PayPal,Failed,Germany,Europe
203,3/13/2023,Cust-540,3002,Headphones,Accessories,4,50,200,Credit Card,Failed,South Africa,Africa
204,3/14/2023,Cust-2,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Failed,India,Asia
205,1/30/2023,Cust-589,3005,Smartwatch,Accessories,4,200,800,PayPal,Completed,USA,North America
206,11/27/2023,Cust-58,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Pending,Canada,North America
207,10/3/2023,Cust-405,3005,Smartwatch,Accessories,5,200,1000,PayPal,Failed,India,Asia
208,8/25/2023,Cust-639,3003,Smartphone,Electronics,1,700,700,Credit Card,Failed,South Africa,Africa
209,9/4/2023,Cust-977,3005,Smartwatch,Accessories,1,200,200,PayPal,Pending,Japan,Asia
210,12/30/2023,Cust-512,3004,Tablet,Electronics,4,300,1200,Credit Card,Failed,India,Asia
211,6/15/2023,Cust-345,3003,Smartphone,Electronics,3,700,2100,Credit Card,Pending,Brazil,South America
212,9/29/2023,Cust-54,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Completed,Canada,North America
213,11/7/2023,Cust-815,3003,Smartphone,Electronics,1,700,700,Credit Card,Pending,Japan,Asia
214,9/14/2023,Cust-865,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Pending,USA,North America
215,5/23/2023,Cust-820,3003,Smartphone,Electronics,2,700,1400,Credit Card,Pending,South Africa,Africa
216,3/10/2023,Cust-888,3003,Smartphone,Electronics,2,700,1400,Credit Card,Completed,Brazil,South America
217,8/26/2023,Cust-295,3002,Headphones,Accessories,3,50,150,Credit Card,Failed,Germany,Europe
218,10/22/2023,Cust-247,3002,Headphones,Accessories,4,50,200,PayPal,Completed,Australia,Australia
219,8/27/2023,Cust-42,3003,Smartphone,Electronics,1,700,700,Credit Card,Failed,France,Europe
220,11/6/2023,Cust-797,3005,Smartwatch,Accessories,4,200,800,Credit Card,Failed,France,Europe
221,5/30/2023,Cust-81,3001,Laptop,Electronics,2,1000,2000,Credit Card,Failed,France,Europe
222,10/23/2023,Cust-58,3004,Tablet,Electronics,1,300,300,Bank Transfer,Completed,Japan,Asia
223,5/10/2023,Cust-233,3004,Tablet,Electronics,2,300,600,PayPal,Failed,Japan,Asia
224,6/5/2023,Cust-932,3005,Smartwatch,Accessories,1,200,200,Credit Card,Pending,South Africa,Africa
225,8/25/2023,Cust-698,3001,Laptop,Electronics,3,1000,3000,Credit Card,Completed,Japan,Asia
226,4/9/2023,Cust-340,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,USA,North America
227,8/2/2023,Cust-744,3004,Tablet,Electronics,1,300,300,Credit Card,Failed,Brazil,South America
228,3/25/2023,Cust-447,3004,Tablet,Electronics,1,300,300,PayPal,Completed,Germany,Europe
229,11/30/2023,Cust-609,3004,Tablet,Electronics,2,300,600,Bank Transfer,Pending,Canada,North America
230,11/23/2023,Cust-854,3004,Tablet,Electronics,2,300,600,Bank Transfer,Completed,Japan,Asia
231,9/7/2023,Cust-606,3005,Smartwatch,Accessories,3,200,600,Credit Card,Completed,Canada,North America
232,6/18/2023,Cust-635,3004,Tablet,Electronics,4,300,1200,PayPal,Completed,South Africa,Africa
233,1/20/2023,Cust-385,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,South Africa,Africa
234,9/27/2023,Cust-320,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Failed,Brazil,South America
235,2/8/2023,Cust-911,3005,Smartwatch,Accessories,1,200,200,PayPal,Completed,UK,Europe
236,8/21/2023,Cust-171,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Pending,USA,North America
237,6/3/2023,Cust-627,3004,Tablet,Electronics,5,300,1500,PayPal,Pending,Japan,Asia
238,4/30/2023,Cust-808,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Completed,India,Asia
239,11/10/2023,Cust-556,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Completed,Australia,Australia
240,1/11/2023,Cust-336,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Pending,Germany,Europe
241,6/5/2023,Cust-779,3002,Headphones,Accessories,5,50,250,Bank Transfer,Failed,Brazil,South America
242,3/1/2023,Cust-942,3003,Smartphone,Electronics,1,700,700,Credit Card,Completed,Japan,Asia
243,3/15/2023,Cust-229,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Completed,UK,Europe
244,12/28/2023,Cust-717,3005,Smartwatch,Accessories,2,200,400,Credit Card,Pending,UK,Europe
245,3/18/2023,Cust-181,3005,Smartwatch,Accessories,1,200,200,PayPal,Pending,USA,North America
246,7/18/2023,Cust-407,3002,Headphones,Accessories,3,50,150,PayPal,Failed,Germany,Europe
247,4/2/2023,Cust-625,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Failed,France,Europe
248,4/3/2023,Cust-692,3003,Smartphone,Electronics,5,700,3500,Credit Card,Failed,USA,North America
249,5/9/2023,Cust-516,3002,Headphones,Accessories,4,50,200,Credit Card,Pending,USA,North America
250,3/21/2023,Cust-252,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Failed,Australia,Australia
251,4/14/2023,Cust-475,3003,Smartphone,Electronics,4,700,2800,Credit Card,Completed,UK,Europe
252,11/5/2023,Cust-62,3005,Smartwatch,Accessories,4,200,800,Credit Card,Pending,France,Europe
253,5/25/2023,Cust-520,3004,Tablet,Electronics,1,300,300,Credit Card,Pending,Germany,Europe
254,11/7/2023,Cust-418,3005,Smartwatch,Accessories,1,200,200,PayPal,Failed,Germany,Europe
255,11/17/2023,Cust-738,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Completed,UK,Europe
256,5/1/2023,Cust-22,3004,Tablet,Electronics,4,300,1200,Credit Card,Failed,Canada,North America
257,6/30/2023,Cust-616,3002,Headphones,Accessories,5,50,250,Credit Card,Completed,Brazil,South America
258,7/30/2023,Cust-970,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,India,Asia
259,3/20/2023,Cust-79,3005,Smartwatch,Accessories,1,200,200,PayPal,Pending,Brazil,South America
260,4/25/2023,Cust-782,3001,Laptop,Electronics,5,1000,5000,PayPal,Completed,South Africa,Africa
261,10/5/2023,Cust-398,3002,Headphones,Accessories,4,50,200,Credit Card,Completed,India,Asia
262,2/7/2023,Cust-470,3004,Tablet,Electronics,3,300,900,PayPal,Pending,France,Europe
